role,coordinate_id,task,framework,public_slot,selected_sessions_per_class,class0_median_request_relative_ns,class1_median_request_relative_ns,class1_minus_class0_request_relative_ns,class0_median_response_send_relative_ns,class1_median_response_send_relative_ns,class1_minus_class0_response_send_relative_ns,class0_median_request_response_latency_ns,class1_median_request_response_latency_ns,class1_minus_class0_request_response_latency_ns
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,410,300,4126922787.0,4127111127.5,188340.5,4128211227.0,4128416640.5,205413.5,1250192.0,1260140.0,9948.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,411,300,4136958424.5,4137378953.5,420529.0,4138243148.0,4138585752.5,342604.5,1249691.0,1278280.5,28589.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,412,300,4147141827.0,4147389838.5,248011.5,4148479930.0,4148742128.5,262198.5,1173174.0,1203423.5,30249.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,413,300,4157129157.0,4157427634.5,298477.5,4158522525.5,4158769560.0,247034.5,1305892.5,1313210.5,7318.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,414,300,4167279203.0,4167622720.5,343517.5,4168577990.0,4168992724.5,414734.5,1260164.5,1254499.5,-5665.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,415,300,4177365261.5,4177734957.0,369695.5,4178643958.0,4178956538.0,312580.0,1254900.5,1254683.0,-217.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,416,300,4187341515.5,4187890209.0,548693.5,4188714347.0,4188934091.0,219744.0,1173623.5,1178440.0,4816.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,417,300,4197504801.0,4197842597.5,337796.5,4198911823.5,4199149588.5,237765.0,1249776.0,1262993.5,13217.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,418,300,4207577838.0,4207941120.0,363282.0,4209036847.0,4209230406.0,193559.0,1291532.0,1276965.0,-14567.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,419,300,4217719211.0,4218124218.0,405007.0,4218960244.5,4219326788.5,366544.0,1257698.5,1239634.0,-18064.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,420,300,4227876004.5,4228061427.0,185422.5,4229205674.5,4229297279.0,91604.5,1198084.0,1161833.5,-36250.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,421,300,4237890140.0,4238226776.0,336636.0,4239197198.5,4239618461.0,421262.5,1251247.5,1271346.0,20098.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,422,300,4248031383.5,4248249177.0,217793.5,4249396900.0,4249575040.0,178140.0,1263146.0,1276327.0,13181.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,423,300,4258227405.0,4258285428.5,58023.5,4259603364.5,4259667887.0,64522.5,1260071.5,1276030.5,15959.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,424,300,4268319918.0,4268428362.5,108444.5,4269654842.5,4269797428.5,142586.0,1229069.5,1219308.5,-9761.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,425,300,4278312058.0,4278418335.5,106277.5,4279621566.0,4279837690.5,216124.5,1278604.5,1274311.0,-4293.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,426,300,4288421166.5,4288611793.5,190627.0,4289691875.5,4289918056.5,226181.0,1271407.0,1244827.5,-26579.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,427,300,4298544863.0,4298741332.5,196469.5,4299879741.5,4300101984.5,222243.0,1273524.0,1270649.5,-2874.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,428,300,4308662701.0,4308873145.0,210444.0,4309879137.0,4310134100.0,254963.0,1193596.0,1196588.0,2992.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,429,300,4318697342.5,4318886042.5,188700.0,4320029066.5,4320240829.0,211762.5,1308695.5,1309709.5,1014.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,430,300,4328867818.5,4328913515.5,45697.0,4330156988.0,4330252824.5,95836.5,1260062.5,1241048.5,-19014.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,431,300,4338938673.0,4339075434.5,136761.5,4340252483.0,4340480459.0,227976.0,1282538.5,1271622.5,-10916.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,432,300,4349085946.0,4349182628.5,96682.5,4350405723.0,4350350460.0,-55263.0,1206679.5,1165662.5,-41017.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,433,300,4359114845.5,4359292211.5,177366.0,4360505486.0,4360790785.5,285299.5,1256689.0,1274057.5,17368.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,434,300,4369300544.5,4369502746.0,202201.5,4370617616.5,4370707948.5,90332.0,1250367.0,1252669.5,2302.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,435,300,4379288639.5,4379568961.5,280322.0,4380663530.0,4380849094.5,185564.5,1288477.5,1272554.5,-15923.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,436,300,4389437323.0,4389695902.0,258579.0,4390685205.5,4390899528.5,214323.0,1191575.0,1188105.0,-3470.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,437,300,4399584637.0,4399639552.5,54915.5,4400816717.0,4401013412.5,196695.5,1251506.0,1264250.5,12744.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,438,300,4409487030.5,4409759772.0,272741.5,4410916755.5,4411041622.5,124867.0,1278927.5,1262743.0,-16184.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,439,300,4419624425.5,4419790085.0,165659.5,4420953158.5,4421154730.5,201572.0,1289544.0,1269141.0,-20403.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,440,300,4429731557.5,4429891959.0,160401.5,4431113480.0,4431092284.5,-21195.5,1219512.5,1206363.5,-13149.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,441,300,4439864338.0,4439919232.0,54894.0,4441236045.0,4441347566.5,111521.5,1257976.5,1259565.5,1589.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,442,300,4449939898.0,4450112650.0,172752.0,4451265525.0,4451438756.0,173231.0,1283753.0,1275286.5,-8466.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,443,300,4460131212.5,4460226239.5,95027.0,4461319664.0,4461547438.5,227774.5,1261756.5,1277601.0,15844.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,444,300,4470140024.0,4470252099.0,112075.0,4471401107.5,4471523128.5,122021.0,1195635.5,1187906.5,-7729.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,445,300,4480174870.0,4480414281.0,239411.0,4481454953.0,4481754529.0,299576.0,1258449.5,1274878.0,16428.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,446,300,4490271313.0,4490529800.0,258487.0,4491592470.5,4491833868.5,241398.0,1296541.5,1298845.0,2303.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,447,300,4500339664.0,4500644573.5,304909.5,4501670629.0,4502046020.5,375391.5,1255760.0,1263512.0,7752.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,448,300,4510474511.5,4510666214.5,191703.0,4511692307.0,4512041834.5,349527.5,1181797.0,1161958.0,-19839.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,449,300,4520510601.5,4520716043.0,205441.5,4521903971.5,4522092306.5,188335.0,1277307.5,1268632.0,-8675.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,450,300,4530642581.0,4530935971.5,293390.5,4531898449.0,4532227549.0,329100.0,1268544.0,1252758.0,-15786.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,451,300,4540691436.0,4541008388.5,316952.5,4542175807.5,4542218083.5,42276.0,1330964.0,1283997.5,-46966.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,452,300,4550836746.5,4551107914.5,271168.0,4552089181.5,4552322045.0,232863.5,1192591.5,1151367.0,-41224.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,453,300,4560984474.5,4561134743.5,150269.0,4562326971.5,4562459834.0,132862.5,1250309.5,1261156.5,10847.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,454,300,4571044614.0,4571249716.0,205102.0,4572266409.5,4572510523.5,244114.0,1238703.0,1226217.5,-12485.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,455,300,4581172711.0,4581410761.5,238050.5,4582572930.0,4582704181.0,131251.0,1267174.0,1260610.5,-6563.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,456,300,4591243054.0,4591533843.0,290789.0,4592507712.5,4592766640.0,258927.5,1165137.0,1179660.5,14523.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,457,300,4601366972.0,4601653708.0,286736.0,4602779823.5,4603018872.0,239048.5,1289685.5,1275729.0,-13956.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,458,300,4611404913.0,4611623889.5,218976.5,4612724056.5,4612942665.0,218608.5,1268421.5,1232766.5,-35655.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,459,300,4621499375.0,4621702188.5,202813.5,4622891623.5,4623029450.0,137826.5,1284728.0,1234244.5,-50483.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,460,300,4631549205.0,4631819789.0,270584.0,4632921859.0,4633039183.0,117324.0,1169194.0,1174511.5,5317.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,461,300,4641729340.5,4641983002.0,253661.5,4643077255.0,4643315199.5,237944.5,1263403.5,1269856.5,6453.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,462,300,4651806598.0,4651941219.0,134621.0,4653135035.5,4653273331.0,138295.5,1308467.5,1274857.5,-33610.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,463,300,4661859500.0,4662082674.5,223174.5,4663286817.5,4663416371.0,129553.5,1273069.5,1266080.0,-6989.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,464,300,4671949287.5,4672195870.0,246582.5,4673264516.0,4673571953.0,307437.0,1217759.0,1242181.0,24422.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,465,300,4682076475.5,4682403291.5,326816.0,4683333275.5,4683672010.0,338734.5,1275620.0,1279585.5,3965.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,466,300,4692236928.0,4692449305.5,212377.5,4693531323.0,4693805576.0,274253.0,1279259.5,1285999.0,6739.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,467,300,4702311913.0,4702588370.0,276457.0,4703607406.5,4703934128.5,326722.0,1283195.5,1272775.0,-10420.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,468,300,4712403592.0,4712611303.0,207711.0,4713692014.0,4713948755.5,256741.5,1220970.0,1246049.5,25079.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,469,300,4722463448.0,4722696468.0,233020.0,4723766965.0,4724088440.5,321475.5,1263552.5,1262296.5,-1256.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,470,300,4732586194.0,4732670637.5,84443.5,4734006065.0,4734041785.0,35720.0,1275142.5,1259940.5,-15202.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,471,300,4742664924.0,4742901826.0,236902.0,4743970475.0,4744191203.0,220728.0,1271039.5,1260192.0,-10847.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,472,300,4752849364.5,4752987389.5,138025.0,4754159853.5,4754344741.5,184888.0,1187711.5,1218953.0,31241.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,473,300,4763055260.0,4763115968.5,60708.5,4764416178.5,4764457317.0,41138.5,1298094.0,1311424.5,13330.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,474,300,4773008586.5,4773240668.5,232082.0,4774399555.0,4774622828.5,223273.5,1237847.0,1274145.0,36298.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,475,300,4783105992.0,4783318364.5,212372.5,4784391947.5,4784800002.5,408055.0,1281468.5,1276011.0,-5457.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,476,300,4793073303.5,4793257710.5,184407.0,4794286567.0,4794637360.5,350793.5,1198325.0,1201500.0,3175.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,477,300,4803148209.0,4803375916.5,227707.5,4804467005.5,4804710061.5,243056.0,1274307.0,1273967.5,-339.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,478,300,4813356330.0,4813569689.5,213359.5,4814800755.0,4814948641.5,147886.5,1271521.0,1269609.5,-1911.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,479,300,4823493201.5,4823734928.5,241727.0,4824876798.0,4825212472.0,335674.0,1302375.0,1315615.0,13240.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,480,300,4833505785.0,4833866814.5,361029.5,4834780709.5,4835037154.0,256444.5,1181143.0,1169188.5,-11954.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,481,300,4843581556.5,4843717071.0,135514.5,4844922152.5,4845078644.5,156492.0,1259278.0,1280841.0,21563.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,482,300,4853717223.0,4853868055.5,150832.5,4855036466.5,4855213182.5,176716.0,1260915.5,1264502.0,3586.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,483,300,4863834230.0,4863967157.5,132927.5,4865226176.5,4865374671.5,148495.0,1267473.5,1269577.5,2104.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,484,300,4873955462.0,4874139070.5,183608.5,4875280220.0,4875512120.5,231900.5,1253067.0,1210207.0,-42860.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,485,300,4884013322.0,4884240447.5,227125.5,4885385534.0,4885632027.5,246493.5,1265247.0,1270771.0,5524.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,486,300,4894120962.5,4894340740.5,219778.0,4895505325.0,4895667663.0,162338.0,1273705.5,1265784.0,-7921.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,487,300,4904283477.5,4904379772.0,96294.5,4905567136.5,4905793775.5,226639.0,1268922.5,1291482.5,22560.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,488,300,4914258260.0,4914493223.0,234963.0,4915527867.5,4915716884.5,189017.0,1199328.0,1165869.5,-33458.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,489,300,4924370588.0,4924533362.0,162774.0,4925807271.5,4925804306.5,-2965.0,1289935.0,1270109.0,-19826.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,490,300,4934458141.5,4934618519.0,160377.5,4935692226.5,4936015841.5,323615.0,1299671.0,1294383.5,-5287.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,491,300,4944517348.0,4944833376.5,316028.5,4945844646.0,4946209863.0,365217.0,1247621.0,1260045.0,12424.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,492,300,4954609249.5,4954888042.5,278793.0,4955888040.0,4956209466.0,321426.0,1185431.5,1191883.5,6452.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,493,300,4964763866.0,4965045781.0,281915.0,4966106504.5,4966338548.5,232044.0,1270888.5,1266650.0,-4238.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,494,300,4974834748.0,4975123855.0,289107.0,4976186975.5,4976484979.5,298004.0,1274205.0,1246949.0,-27256.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,495,300,4984933254.0,4985243216.5,309962.5,4986301254.5,4986560664.0,259409.5,1318947.5,1306024.0,-12923.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,496,300,4995042081.0,4995368031.5,325950.5,4996307617.5,4996599785.0,292167.5,1187134.5,1154615.0,-32519.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,497,300,5005217272.0,5005499887.0,282615.0,5006512510.5,5006824018.0,311507.5,1269180.5,1269982.0,801.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,498,300,5015181652.5,5015537259.0,355606.5,5016513726.0,5016911620.5,397894.5,1255115.0,1242651.0,-12464.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,499,300,5025358165.5,5025619847.5,261682.0,5026689773.5,5026904137.0,214363.5,1260689.5,1261684.5,995.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,500,300,5035502148.0,5035643594.0,141446.0,5036740684.0,5036930025.0,189341.0,1190778.0,1187471.0,-3307.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,501,300,5045492320.0,5045756467.0,264147.0,5046859897.0,5047053718.5,193821.5,1286274.5,1305177.0,18902.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,502,300,5055638654.5,5055830442.0,191787.5,5056889159.0,5057217899.0,328740.0,1260935.5,1257314.5,-3621.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,503,300,5065781994.0,5066020304.0,238310.0,5067026522.0,5067331225.0,304703.0,1275378.0,1263799.5,-11578.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,504,300,5075729582.0,5076022802.0,293220.0,5077089595.0,5077268212.0,178617.0,1194688.0,1183411.0,-11277.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,505,300,5085885604.5,5086204084.0,318479.5,5087150645.5,5087514842.5,364197.0,1254540.0,1273591.0,19051.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-OA,T7,OpenAI Agents SDK,506,300,5095895785.0,5096114645.0,218860.0,5097233045.5,5097694087.0,461041.5,1306421.5,1295115.5,-11306.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,1,300,0.0,0.0,0.0,4453262.5,4418806.0,-34456.5,4453262.5,4418806.0,-34456.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,2,300,9771484.5,9769532.5,-1952.0,11082561.5,11091119.5,8558.0,1328840.5,1315288.0,-13552.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,3,300,19802005.5,19783867.0,-18138.5,21148172.5,21011265.0,-136907.5,1347523.0,1205129.5,-142393.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,4,300,29877932.0,29864646.0,-13286.0,31277051.5,31032567.0,-244484.5,1345730.5,1159459.5,-186271.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,5,300,39954249.0,39958588.5,4339.5,41317041.0,41167878.5,-149162.5,1318412.0,1212026.0,-106386.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,6,300,50017639.0,49999066.5,-18572.5,51331709.0,51276264.5,-55444.5,1281639.0,1243753.0,-37886.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,7,300,60095152.5,60109488.0,14335.5,61325198.5,61433211.5,108013.0,1220377.5,1276679.0,56301.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,8,300,70228043.5,70252455.0,24411.5,71466773.5,71599116.5,132343.0,1189976.0,1298832.0,108856.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,9,300,80255818.0,80267231.0,11413.0,81473610.5,81770390.0,296779.5,1180767.0,1465780.5,285013.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,10,300,90326800.0,90342845.5,16045.5,91589563.0,91610082.0,20519.0,1218382.0,1240611.0,22229.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,11,300,100461147.0,100493864.5,32717.5,101796338.0,101809260.0,12922.0,1300080.5,1279600.5,-20480.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,12,300,110512754.5,110523140.0,10385.5,111714545.5,111704301.5,-10244.0,1163483.5,1173280.5,9797.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,13,300,120575188.5,120598751.5,23563.0,121844690.5,121854100.0,9409.5,1209543.5,1227820.0,18276.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,14,300,130661839.5,130686914.5,25075.0,131959364.5,131932686.0,-26678.5,1222144.0,1217736.0,-4408.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,15,300,140750776.5,140769279.0,18502.5,141996788.0,142032821.0,36033.0,1227763.0,1206365.0,-21398.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,16,300,150818145.5,150860147.0,42001.5,152016097.0,152064441.0,48344.0,1151523.0,1170695.5,19172.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,17,300,160923286.5,160949197.0,25910.5,162212373.5,162228225.5,15852.0,1243464.5,1268351.5,24887.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,18,300,170989277.5,171037875.5,48598.0,172263631.0,172313326.5,49695.5,1220872.5,1244123.0,23250.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,19,300,181072576.5,181115658.0,43081.5,182347736.0,182377070.0,29334.0,1224940.5,1242902.5,17962.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,20,300,191157583.5,191189066.0,31482.5,192374842.0,192401966.5,27124.5,1187084.0,1194572.5,7488.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,21,300,201273463.0,201270756.5,-2706.5,202554301.5,202543384.5,-10917.0,1243385.5,1222613.0,-20772.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,22,300,211415990.0,211425149.5,9159.5,212878295.0,212815377.5,-62917.5,1384499.5,1370099.5,-14400.0
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,23,300,221393776.0,221440357.5,46581.5,222666053.5,222704889.0,38835.5,1235873.5,1228652.0,-7221.5
POST_OUTCOME_DEVELOPMENT_DIAGNOSTIC,P10-T7-MS,T7,Microsoft Agent Framework,24,300,231482840.5,231520106.5,37266.0,232708306.5,232725924.0,17617.5,1169039.5,1172988.5,3949.0
