run_id,task_id,family,branch,variant,runtime,cadence
runtime1-dev-246,agentdojo-workspace-UserTask35,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-247,agentdojo-workspace-UserTask9,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99
runtime1-dev-248,tau2-retail-14,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-249,agentdojo-workspace-UserTask13,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-250,tau2-retail-11,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-251,agentdojo-workspace-UserTask35,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-252,agentdojo-workspace-UserTask12,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99
runtime1-dev-253,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99
runtime1-dev-254,agentdojo-workspace-UserTask15,AUTHORIZATION,1,M3,Microsoft Agent Framework,P95
runtime1-dev-255,tau2-retail-11,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-256,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-257,tau2-retail-14,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-258,tau2-retail-11,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-259,agentdojo-workspace-UserTask13,AUTHORIZATION,0,M3,Microsoft Agent Framework,P90
runtime1-dev-260,tau2-retail-14,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-261,agentdojo-workspace-UserTask12,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-262,agentdojo-workspace-UserTask9,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-263,agentdojo-workspace-UserTask8,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99
runtime1-dev-264,tau2-retail-7,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-265,tau2-retail-14,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-266,tau2-retail-7,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-267,agentdojo-workspace-UserTask35,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-268,tau2-retail-11,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P95
runtime1-dev-269,tau2-retail-14,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-270,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-271,tau2-retail-7,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-272,agentdojo-slack-UserTask6,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-273,agentdojo-slack-UserTask6,AUTHORIZATION,1,M3,Microsoft Agent Framework,P95
runtime1-dev-274,agentdojo-workspace-UserTask9,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99
runtime1-dev-275,agentdojo-workspace-UserTask12,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-276,tau2-retail-16,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-277,tau2-retail-7,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-278,agentdojo-workspace-UserTask35,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-279,tau2-retail-11,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-280,agentdojo-workspace-UserTask13,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-281,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-282,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-283,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P95
runtime1-dev-284,agentdojo-workspace-UserTask9,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-285,tau2-retail-11,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-286,agentdojo-slack-UserTask6,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-287,agentdojo-workspace-UserTask12,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-288,agentdojo-workspace-UserTask35,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-289,agentdojo-workspace-UserTask18,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-290,agentdojo-workspace-UserTask9,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-291,tau2-retail-11,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99
runtime1-dev-292,agentdojo-slack-UserTask6,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-293,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-294,agentdojo-workspace-UserTask12,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99
runtime1-dev-295,tau2-retail-7,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-296,agentdojo-workspace-UserTask12,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-297,tau2-retail-16,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-298,agentdojo-workspace-UserTask9,AUTHORIZATION,0,M3,Microsoft Agent Framework,P90
runtime1-dev-299,tau2-retail-11,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-300,agentdojo-workspace-UserTask35,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-301,agentdojo-workspace-UserTask18,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-302,agentdojo-workspace-UserTask12,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-303,tau2-retail-14,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-304,agentdojo-workspace-UserTask12,AUTHORIZATION,1,M3,Microsoft Agent Framework,P95
runtime1-dev-305,agentdojo-workspace-UserTask9,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-306,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-307,agentdojo-workspace-UserTask15,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-308,tau2-retail-16,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-309,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-310,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99
runtime1-dev-311,tau2-retail-14,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-312,agentdojo-workspace-UserTask18,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-313,agentdojo-slack-UserTask6,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-314,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-315,tau2-retail-11,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-316,agentdojo-workspace-UserTask8,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-317,agentdojo-workspace-UserTask12,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-318,tau2-retail-14,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99
runtime1-dev-319,agentdojo-workspace-UserTask15,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-320,agentdojo-workspace-UserTask18,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99
runtime1-dev-321,agentdojo-workspace-UserTask12,AUTHORIZATION,0,M3,Microsoft Agent Framework,P90
runtime1-dev-322,tau2-retail-14,AUTHORIZATION,1,M3,Microsoft Agent Framework,P95
runtime1-dev-323,agentdojo-slack-UserTask6,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-324,tau2-retail-16,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-325,tau2-retail-16,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-326,agentdojo-workspace-UserTask9,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-327,tau2-retail-14,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-328,agentdojo-workspace-UserTask15,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-329,agentdojo-workspace-UserTask12,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-330,tau2-retail-7,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-331,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-332,agentdojo-workspace-UserTask35,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-333,agentdojo-slack-UserTask6,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-334,agentdojo-workspace-UserTask18,AUTHORIZATION,1,M3,Microsoft Agent Framework,P95
runtime1-dev-335,tau2-retail-11,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-336,agentdojo-workspace-UserTask13,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-337,agentdojo-workspace-UserTask13,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P95
runtime1-dev-338,agentdojo-workspace-UserTask13,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-339,agentdojo-workspace-UserTask8,AUTHORIZATION,0,M3,Microsoft Agent Framework,P90
runtime1-dev-340,agentdojo-workspace-UserTask35,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-341,tau2-retail-16,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-342,tau2-retail-7,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-343,agentdojo-workspace-UserTask8,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-344,agentdojo-workspace-UserTask12,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-345,agentdojo-workspace-UserTask35,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-346,agentdojo-workspace-UserTask8,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-347,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99
runtime1-dev-348,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-349,agentdojo-workspace-UserTask18,AUTHORIZATION,1,M3,Microsoft Agent Framework,P90
runtime1-dev-350,tau2-retail-14,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-351,agentdojo-workspace-UserTask13,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99
runtime1-dev-352,agentdojo-workspace-UserTask9,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P95
runtime1-dev-353,tau2-retail-14,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P95
runtime1-dev-354,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-355,agentdojo-workspace-UserTask18,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-356,agentdojo-workspace-UserTask13,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P95
runtime1-dev-357,agentdojo-workspace-UserTask13,AUTHORIZATION,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-358,agentdojo-workspace-UserTask9,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-359,tau2-retail-14,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-360,agentdojo-workspace-UserTask9,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-361,agentdojo-workspace-UserTask9,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-362,agentdojo-workspace-UserTask8,AUTHORIZATION,1,M3,Microsoft Agent Framework,P95
runtime1-dev-363,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-364,agentdojo-workspace-UserTask15,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-365,agentdojo-workspace-UserTask35,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-366,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-367,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P95
runtime1-dev-368,tau2-retail-11,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-369,agentdojo-workspace-UserTask8,AUTHORIZATION,1,M3,Microsoft Agent Framework,P95
runtime1-dev-370,agentdojo-workspace-UserTask15,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P90
runtime1-dev-371,tau2-retail-16,AUTHORIZATION,0,M3,Microsoft Agent Framework,P90
runtime1-dev-372,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P90
runtime1-dev-373,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-374,agentdojo-workspace-UserTask9,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-375,tau2-retail-7,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99
runtime1-dev-376,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P95
runtime1-dev-377,agentdojo-workspace-UserTask18,AUTHORIZATION,0,M3,Microsoft Agent Framework,P95
runtime1-dev-378,tau2-retail-14,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-379,agentdojo-workspace-UserTask8,AUTHORIZATION,0,M3,Microsoft Agent Framework,P90
runtime1-dev-380,agentdojo-workspace-UserTask12,AUTHORIZATION,0,M3,Microsoft Agent Framework,P99
runtime1-dev-381,tau2-retail-7,PROVENANCE_HISTORY,1,M3,Microsoft Agent Framework,P99+1MS
runtime1-dev-382,agentdojo-workspace-UserTask18,AUTHORIZATION,0,M3,Microsoft Agent Framework,P90
runtime1-dev-383,agentdojo-workspace-UserTask8,PROVENANCE_HISTORY,0,M3,Microsoft Agent Framework,P99
