gate,iteration,passed,session_status,admitted,delivered,rounds,client_connections,gateway_connections,http2,schedule_misses,pending,silent_committed_result_losses,dummy_heavy_ops,profile_overflow,max_launch_slip_ns,p95_launch_slip_ns,constant_deadlines,error
MICROSOFT_AGENT_AS_TOOL,5,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1069575,996256,True,
MICROSOFT_AGENT_AS_TOOL,6,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1070654,1037377,True,
MICROSOFT_AGENT_AS_TOOL,7,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1071967,1036147,True,
MICROSOFT_AGENT_AS_TOOL,8,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1082997,1038533,True,
MICROSOFT_AGENT_AS_TOOL,9,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1058765,997505,True,
MICROSOFT_AGENT_AS_TOOL,10,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1080180,1059024,True,
MICROSOFT_AGENT_AS_TOOL,11,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1064279,1034982,True,
MICROSOFT_AGENT_AS_TOOL,12,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1085208,1056600,True,
MICROSOFT_AGENT_AS_TOOL,13,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1084470,1001116,True,
MICROSOFT_AGENT_AS_TOOL,14,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1080167,1060335,True,
MICROSOFT_AGENT_AS_TOOL,15,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1084395,1067150,True,
MICROSOFT_AGENT_AS_TOOL,16,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1082069,1070976,True,
MICROSOFT_AGENT_AS_TOOL,17,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1069909,1043414,True,
MICROSOFT_AGENT_AS_TOOL,18,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1068285,1004430,True,
MICROSOFT_AGENT_AS_TOOL,19,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1067925,845965,True,
TRUSTED_MODULE_LOCAL_AGENT,0,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1084071,1044394,True,
TRUSTED_MODULE_LOCAL_AGENT,1,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1087971,1048417,True,
TRUSTED_MODULE_LOCAL_AGENT,2,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1086447,1046668,True,
TRUSTED_MODULE_LOCAL_AGENT,3,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1083849,1034298,True,
TRUSTED_MODULE_LOCAL_AGENT,4,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1072699,1016577,True,
TRUSTED_MODULE_LOCAL_AGENT,5,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1125024,839324,True,
TRUSTED_MODULE_LOCAL_AGENT,6,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1076335,1054046,True,
TRUSTED_MODULE_LOCAL_AGENT,7,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1089609,1058873,True,
TRUSTED_MODULE_LOCAL_AGENT,8,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1073677,1031224,True,
TRUSTED_MODULE_LOCAL_AGENT,9,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1035944,979026,True,
TRUSTED_MODULE_LOCAL_AGENT,10,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1085066,1020250,True,
TRUSTED_MODULE_LOCAL_AGENT,11,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1070877,1021778,True,
TRUSTED_MODULE_LOCAL_AGENT,12,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1080751,1042664,True,
TRUSTED_MODULE_LOCAL_AGENT,13,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1066741,983574,True,
TRUSTED_MODULE_LOCAL_AGENT,14,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1062232,1007944,True,
TRUSTED_MODULE_LOCAL_AGENT,15,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1085608,1058210,True,
TRUSTED_MODULE_LOCAL_AGENT,16,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1071461,1015653,True,
TRUSTED_MODULE_LOCAL_AGENT,17,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1060138,1022994,True,
TRUSTED_MODULE_LOCAL_AGENT,18,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1020290,879250,True,
TRUSTED_MODULE_LOCAL_AGENT,19,True,COMPLETE,0,0,111,1,1,True,0,0,0,0,0,1081894,1042312,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,0,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1076029,1026201,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,1,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1082558,1059192,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,2,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1077529,1049647,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,3,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1074909,970849,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,4,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1085414,1044908,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,5,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1133264,1050211,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,6,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1068249,1017309,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,7,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1085331,1014532,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,8,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1084815,992438,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,9,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1076176,1027417,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,10,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1086252,1064959,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,11,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1083605,1047270,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,12,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1076127,1031397,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,13,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1084712,1056944,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,14,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1046054,1020916,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,15,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1070491,861337,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,16,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1047067,1011820,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,17,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1083453,1030745,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,18,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1054058,1004179,True,
STRUCTURED_MULTI_ARGUMENT_TOOL,19,True,COMPLETE,1,1,111,1,1,True,0,0,0,0,0,1080673,1016580,True,
INTERNAL_VS_EXTERNAL_STRICT,0,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1082703,1054804,True,
INTERNAL_VS_EXTERNAL_STRICT,1,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1083810,1021551,True,
INTERNAL_VS_EXTERNAL_STRICT,2,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1086512,1069699,True,
INTERNAL_VS_EXTERNAL_STRICT,3,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1157561,1075301,True,
INTERNAL_VS_EXTERNAL_STRICT,4,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1085634,1008570,True,
INTERNAL_VS_EXTERNAL_STRICT,5,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1140819,1027739,True,
INTERNAL_VS_EXTERNAL_STRICT,6,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1074919,1027894,True,
INTERNAL_VS_EXTERNAL_STRICT,7,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1072924,1009758,True,
INTERNAL_VS_EXTERNAL_STRICT,8,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1088230,1032414,True,
INTERNAL_VS_EXTERNAL_STRICT,9,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1083953,1061618,True,
INTERNAL_VS_EXTERNAL_STRICT,10,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1081340,1053215,True,
INTERNAL_VS_EXTERNAL_STRICT,11,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1085003,1035612,True,
INTERNAL_VS_EXTERNAL_STRICT,12,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1083135,1039751,True,
INTERNAL_VS_EXTERNAL_STRICT,13,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1080856,1037475,True,
INTERNAL_VS_EXTERNAL_STRICT,14,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1074016,1039501,True,
INTERNAL_VS_EXTERNAL_STRICT,15,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1082921,1039251,True,
INTERNAL_VS_EXTERNAL_STRICT,16,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1059167,1025354,True,
INTERNAL_VS_EXTERNAL_STRICT,17,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1087181,983251,True,
INTERNAL_VS_EXTERNAL_STRICT,18,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1084350,1054560,True,
INTERNAL_VS_EXTERNAL_STRICT,19,True,PAIR_COMPLETE,1,1,222,2,2,True,0,0,0,0,0,1079394,1023797,True,
EARLY_VS_LATE_READY,0,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1087420,1043586,True,
EARLY_VS_LATE_READY,1,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1089745,1050237,True,
EARLY_VS_LATE_READY,2,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1088353,1046829,True,
EARLY_VS_LATE_READY,3,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1080116,1022658,True,
EARLY_VS_LATE_READY,4,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1082552,1060862,True,
EARLY_VS_LATE_READY,5,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1085425,1051978,True,
EARLY_VS_LATE_READY,6,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1079741,1064032,True,
EARLY_VS_LATE_READY,7,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1085526,1039527,True,
EARLY_VS_LATE_READY,8,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1061491,1020514,True,
EARLY_VS_LATE_READY,9,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1087591,1041717,True,
EARLY_VS_LATE_READY,10,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1354780,1043846,True,
EARLY_VS_LATE_READY,11,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1086173,1047528,True,
EARLY_VS_LATE_READY,12,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1080480,1067202,True,
EARLY_VS_LATE_READY,13,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1078122,1029240,True,
EARLY_VS_LATE_READY,14,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1089071,1057232,True,
EARLY_VS_LATE_READY,15,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1090174,1069173,True,
EARLY_VS_LATE_READY,16,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1078935,1065830,True,
EARLY_VS_LATE_READY,17,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1088052,1063658,True,
EARLY_VS_LATE_READY,18,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1077649,1034996,True,
EARLY_VS_LATE_READY,19,True,PAIR_COMPLETE,2,2,222,2,2,True,0,0,0,0,0,1083008,1026537,True,
