framework,pinned_commit,relative_path,line,behavior_kind,detail,disposition,reason
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,866,middleware,MiddlewareTermination,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,870,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,870,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,870,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,872,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,873,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,873,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,873,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,873,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,892,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,892,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,892,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,892,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,892,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,904,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,904,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,904,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,906,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,906,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,926,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,926,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,926,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,927,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,927,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,933,loop,For,UNSUPPORTED,current IR has no proven public bounded-loop lowering
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,934,state_memory,sessions.setdefault,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,937,loop,For,UNSUPPORTED,current IR has no proven public bounded-loop lowering
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,937,state_memory,sessions.values,UNSUPPORTED,framework-native persistence object is not automatically lowered to STATE_GET/SET
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,961,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,961,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,961,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,961,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,961,middleware,create_agent_hooks_middleware_from_emitter,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1001,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1001,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1001,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1003,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1004,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1004,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1004,hitl_resume,ApproveAll,UNSUPPORTED,current IR lacks exact HITL_WAIT/RESUME state semantics
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1021,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1021,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1021,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1023,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1024,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1024,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1051,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1071,middleware,MiddlewareTermination,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1080,middleware,MiddlewareTermination,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1089,middleware,MiddlewareTermination,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1103,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1103,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1103,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1106,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1107,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1106,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1123,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1123,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1123,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1125,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1125,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1125,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1138,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1138,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1138,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1141,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1142,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1141,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1165,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1165,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1165,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1167,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1167,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1167,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1180,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1180,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1180,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1183,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1184,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1183,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1192,fanout_fanin,join,UNSUPPORTED,parallel scheduling is not in the current one-transition IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1200,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1200,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1200,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1202,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1202,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1202,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1216,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1216,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1216,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1218,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1218,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1218,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1234,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1234,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1234,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1236,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1238,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1239,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1238,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1258,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1258,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1258,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1260,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1261,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1261,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1261,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1283,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1283,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1283,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1283,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1283,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1283,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1297,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1297,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1297,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1297,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1297,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1311,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1311,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1311,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1311,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1311,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1325,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1325,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1325,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1325,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1325,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1339,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1339,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1339,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1341,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1342,middleware,middleware,UNSUPPORTED,arbitrary runtime middleware is outside the declarative IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1342,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1369,middleware,create_agent_hooks_middleware,UNSUPPORTED,runtime middleware remains arbitrary native code
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1371,instructions,Agent,COMPILED,static instruction handle when literal; callable form is recorded separately
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1371,llm,Agent,SHARED_PRIMITIVE,model work remains a common heavy primitive
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1371,termination,Agent,COMPILED,bounded RETURN is in the control IR
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,1373,tool,"Name(id='weather_tool', ctx=Load())",SHARED_PRIMITIVE,Tool execution remains a common provider primitive
